EOD Date,State,Start,End,Run time
20180213,sXTR_MKT_ISMETF,2018/02/13 23:34:19,2018/02/13 23:36:03,0:1:44
20180213,sXTR_MXCOLLACT,2018/02/13 23:34:19,2018/02/13 23:36:25,0:2:6
20180213,sXTR_VAR,2018/02/13 23:34:19,2018/02/13 23:38:49,0:4:30
20180213,sXTR_VAR_FCP211,2018/02/13 23:34:19,2018/02/13 23:36:22,0:2:3
20180213,sXTR_VAR_PCP211,2018/02/13 23:34:19,2018/02/13 23:36:05,0:1:46
20180213,sXTR_VAR_INTF_211_311,2018/02/13 23:34:19,2018/02/13 23:38:49,0:4:30
20180213,sMERGE_FILES,2018/02/13 23:46:28,2018/02/13 23:46:37,0:0:9
20180213,sSCHEDULER,2018/02/13 23:46:37,2018/02/13 23:47:51,0:1:14
20180213,sSCH_DWH_ALL,2018/02/13 23:46:37,2018/02/13 23:47:51,0:1:14
20180213,sDATE_RESET,2018/02/13 23:47:51,2018/02/13 23:47:52,0:0:1
20180213,sBACKUP,2018/02/13 23:47:52,2018/02/13 23:47:52,0:0:0
20180213,sEOD_VAR_TAYLOR_EQD,2018/02/13 23:47:52,2018/02/13 23:47:52,0:0:0
20180213,sMARKER_END,2018/02/13 23:47:52,2018/02/13 23:48:13,0:0:21
20180213,sEMAIL_END,2018/02/13 23:48:13,2018/02/13 23:48:13,0:0:0
EOD Date,State,Start,End,Run time
20180214,sEOD_DWH,2018/02/14 20:46:26,2018/02/15 00:03:27,3:17:1
20180214,sEMAIL_START,2018/02/14 20:46:26,2018/02/14 20:46:26,0:0:0
20180214,sMARKER_START,2018/02/14 20:46:26,2018/02/14 20:46:48,0:0:22
20180214,sCHECK_DATE,2018/02/14 20:46:48,2018/02/14 20:46:48,0:0:0
20180214,sDATE_INIT,2018/02/14 20:46:48,2018/02/14 20:49:59,0:3:11
20180214,sSTG_TRUNCATE,2018/02/14 20:49:59,2018/02/14 20:50:01,0:0:2
20180214,sSTG_DROP_INDEX,2018/02/14 20:50:01,2018/02/14 20:50:02,0:0:1
20180214,sSTG_FEED_ALL,2018/02/14 20:50:02,2018/02/14 22:48:01,1:57:59
20180214,sSTG_FEED_DYN,2018/02/14 20:50:02,2018/02/14 22:48:01,1:57:59
20180214,sSTG_DEAL_PCK,2018/02/14 20:50:02,2018/02/14 20:53:41,0:3:39
20180214,sSTG_FEED_SQL,2018/02/14 20:50:02,2018/02/14 20:51:21,0:1:19
