State,Start,End,Run time
sSTG_FEED_DT_MAIN,2018/03/16 01:14:04,2018/03/16 03:23:26,2:9:22
sSTG_FEED_DT_01,2018/03/16 01:14:04,2018/03/16 03:18:35,2:4:31
sSTG_FEED_CS_TODAY,2018/03/16 01:14:04,2018/03/16 03:02:54,1:48:50
sSTG_FEED_FX_RISK_SPEC_ALL,2018/03/16 01:14:04,2018/03/16 03:25:55,2:11:51
sSTG_FEED_FX_RISK_SPEC_MAIN,2018/03/16 01:14:04,2018/03/16 03:25:54,2:11:50
sSTG_FEED_CS_OTHER,2018/03/16 01:14:04,2018/03/16 02:56:25,1:42:21
sSTG_FEED_IRD_RISK_SPEC_ALL,2018/03/16 01:14:04,2018/03/16 03:10:29,1:56:25
sSTG_FEED_IRD_RISK_SPEC_MAIN,2018/03/16 01:14:04,2018/03/16 03:10:28,1:56:24
sSTG_FEED_PL_ALL,2018/03/16 01:14:04,2018/03/16 03:05:56,1:51:52
sSTG_FEED_PL_MAIN,2018/03/16 01:14:04,2018/03/16 03:05:35,1:51:31
sSTG_FEED_PL_SV_ALL,2018/03/16 01:14:04,2018/03/16 03:40:08,2:26:4
sSTG_FEED_PL_OIS_YEST,2018/03/16 01:14:04,2018/03/16 02:05:35,0:51:31
sSTG_FEED_PL_SV_MAIN,2018/03/16 01:14:04,2018/03/16 03:39:55,2:25:51
sSTG_FEED_MV_ALL,2018/03/16 01:14:04,2018/03/16 03:05:34,1:51:30
sSTG_FEED_MV_MAIN,2018/03/16 01:14:04,2018/03/16 03:05:01,1:50:57
sSTG_FEED_SV_ALL,2018/03/16 01:14:04,2018/03/16 03:27:53,2:13:49
sSTG_FEED_PL_SV_YEST,2018/03/16 01:14:04,2018/03/16 03:39:55,2:25:51
sSTG_FEED_PL_2OM,2018/03/16 01:14:04,2018/03/16 03:05:35,1:51:31
sSTG_FEED_PL_OM-1,2018/03/16 01:14:04,2018/03/16 02:50:42,1:36:38
sSTG_FEED_SV_MAIN,2018/03/16 01:14:04,2018/03/16 03:27:19,2:13:15
sSTG_FEED_MV_2OM,2018/03/16 01:14:04,2018/03/16 03:05:01,1:50:57
sSTG_FEED_PL_SV_L_YEST-1,2018/03/16 01:14:04,2018/03/16 03:16:14,2:2:10
sSTG_FEED_SV_CS1_ALL,2018/03/16 01:14:04,2018/03/16 02:50:55,1:36:51
sSTG_FEED_SV_YEST,2018/03/16 01:14:04,2018/03/16 03:26:15,2:12:11
sSTG_FEED_SV_CS1_MAIN,2018/03/16 01:14:04,2018/03/16 02:50:54,1:36:50
sSTG_FEED_MV_OM-1,2018/03/16 01:14:04,2018/03/16 03:01:47,1:47:43
sSTG_FEED_PL_SV_L_OM,2018/03/16 01:14:04,2018/03/16 03:32:47,2:18:43
sSTG_FEED_XG_ALL,2018/03/16 01:14:04,2018/03/16 03:28:25,2:14:21
sSTG_FEED_SV_L_YEST-1,2018/03/16 01:14:04,2018/03/16 03:27:19,2:13:15
sSTG_FEED_XG_MAIN,2018/03/16 01:14:04,2018/03/16 03:25:32,2:11:28
sSTG_FEED_VAR,2018/03/16 01:14:04,2018/03/16 04:07:39,2:53:35
sSTG_FEED_VAR_STRESS_TEST,2018/03/16 01:14:04,2018/03/16 04:05:49,2:51:45
sSTG_FEED_VAR_PART1,2018/03/16 01:14:04,2018/03/16 04:05:48,2:51:44
sSTG_FEED_TAYLOR,2018/03/16 01:14:04,2018/03/16 04:20:07,3:6:3
sSTG_FEED_VAR_PART2,2018/03/16 01:14:04,2018/03/16 03:34:22,2:20:18
sSTG_FEED_VAR_PART3,2018/03/16 01:14:04,2018/03/16 03:23:42,2:9:38
sSTG_FEED_VAR_PART4,2018/03/16 01:14:04,2018/03/16 03:28:27,2:14:23
sSTG_FEED_VAR_PART5,2018/03/16 01:14:04,2018/03/16 03:10:00,1:55:56
sSTG_FEED_VAR_PART6,2018/03/16 01:14:04,2018/03/16 02:54:58,1:40:54
sSTG_FEED_VAR_PART7,2018/03/16 01:14:04,2018/03/16 03:00:49,1:46:45
sSTG_FEED_VAR_PART8,2018/03/16 01:14:04,2018/03/16 03:32:39,2:18:35
sSTG_FEED_COM_RISK_SPEC_INDEX_ALL,2018/03/16 02:08:46,2018/03/16 02:08:47,0:0:1
sSTG_FEED_MISC_INDEX_2B,2018/03/16 02:10:08,2018/03/16 02:15:03,0:4:55
sSTG_FEED_MISC_INDEX,2018/03/16 02:24:06,2018/03/16 02:24:15,0:0:9
sSTG_FEED_SV_CS1_INDEX_ALL,2018/03/16 02:50:54,2018/03/16 02:50:55,0:0:1
sSTG_FEED_MV_INDEX_ALL,2018/03/16 03:05:01,2018/03/16 03:05:34,0:0:33
sSTG_FEED_PL_INDEX_ALL,2018/03/16 03:05:35,2018/03/16 03:05:56,0:0:21
sSTG_FEED_IRD_RISK_SPEC_INDEX_ALL,2018/03/16 03:10:28,2018/03/16 03:10:29,0:0:1
sSTG_FEED_CS_INDEX_ALL,2018/03/16 03:17:55,2018/03/16 03:21:27,0:3:32
sSTG_FEED_DT_02,2018/03/16 03:18:35,2018/03/16 03:23:26,0:4:51
sSTG_FEED_DT_INDEX_ALL,2018/03/16 03:23:26,2018/03/16 03:24:53,0:1:27
sSTG_FEED_XG_INDEX_ALL,2018/03/16 03:25:32,2018/03/16 03:25:47,0:0:15
sSTG_FEED_MIFID,2018/03/16 03:25:47,2018/03/16 03:28:20,0:2:33
sSTG_FEED_FX_RISK_SPEC_INDEX_ALL,2018/03/16 03:25:54,2018/03/16 03:25:55,0:0:1
sSTG_FEED_SV_INDEX_ALL,2018/03/16 03:27:19,2018/03/16 03:27:53,0:0:34
sSTG_FEED_UPD_MIFID,2018/03/16 03:28:20,2018/03/16 03:28:25,0:0:5
sSTG_FEED_PL_SV_INDEX_ALL,2018/03/16 03:39:55,2018/03/16 03:40:08,0:0:13
sSTG_FEED_VAR_DATAMART,2018/03/16 04:05:49,2018/03/16 04:07:37,0:1:48
sSTG_FEED_VAR_INDEX,2018/03/16 04:07:37,2018/03/16 04:07:39,0:0:2
sLAUNCH_MASTER_LAUNCHER,2018/03/16 04:20:07,2018/03/16 04:20:08,0:0:1
sSTG_FEED_PARSER_FUNCTION,2018/03/16 04:20:08,2018/03/16 04:38:24,0:18:16
sSTG_FEED_CVPRC,2018/03/16 04:20:08,2018/03/16 04:23:40,0:3:32
sSTG_FEED_CVSPT,2018/03/16 04:20:08,2018/03/16 04:21:31,0:1:23
sSTG_FEED_DTSEC,2018/03/16 04:20:08,2018/03/16 04:38:24,0:18:16
sSTG_FEED_RTNBD,2018/03/16 04:20:08,2018/03/16 04:21:32,0:1:24
sSTG_VALIDATE_INTEGRITY,2018/03/16 04:38:24,2018/03/16 04:38:29,0:0:5
sODS_TRUNCATE,2018/03/16 04:38:29,2018/03/16 04:38:31,0:0:2
sODS_DROP_INDEX,2018/03/16 04:38:31,2018/03/16 04:38:32,0:0:1
sODS_FEED_ALL,2018/03/16 04:38:32,2018/03/16 05:36:36,0:58:4
sODS_FEED_COMRISK_SPEC,2018/03/16 04:38:32,2018/03/16 04:41:10,0:2:38
sODS_FEED_CRDRISK_SPEC,2018/03/16 04:38:32,2018/03/16 04:39:08,0:0:36
sODS_FEED_CS,2018/03/16 04:38:32,2018/03/16 05:36:36,0:58:4
sODS_FEED_CS_FUT_L,2018/03/16 04:38:32,2018/03/16 04:39:27,0:0:55
sODS_FEED_CS_EVAL,2018/03/16 04:38:32,2018/03/16 04:40:24,0:1:52
sODS_FEED_DT,2018/03/16 04:38:32,2018/03/16 05:12:16,0:33:44
sODS_FEED_DT_SV,2018/03/16 04:38:32,2018/03/16 04:54:03,0:15:31
sODS_FEED_FXRISK_SPEC,2018/03/16 04:38:32,2018/03/16 04:40:44,0:2:12
sODS_FEED_IRDRISK,2018/03/16 04:38:32,2018/03/16 04:41:17,0:2:45
sODS_FEED_IRDRISK_SPEC,2018/03/16 04:38:32,2018/03/16 04:41:35,0:3:3
sODS_FEED_MV_DETAIL,2018/03/16 04:38:32,2018/03/16 05:07:19,0:28:47
sODS_FEED_PL,2018/03/16 04:38:32,2018/03/16 04:54:10,0:15:38
sODS_FEED_PL_HS,2018/03/16 04:38:32,2018/03/16 04:42:18,0:3:46
sODS_FEED_PL_SV,2018/03/16 04:38:32,2018/03/16 04:43:12,0:4:40
sODS_FEED_SV,2018/03/16 04:38:32,2018/03/16 04:46:47,0:8:15
sODS_FEED_VAR_COM,2018/03/16 04:38:32,2018/03/16 04:41:47,0:3:15
sODS_FEED_VAR_SCN,2018/03/16 04:38:32,2018/03/16 04:40:21,0:1:49
sODS_FEED_XG,2018/03/16 04:38:32,2018/03/16 04:44:10,0:5:38
sODS_FEED_TAYLOR_COM,2018/03/16 04:38:32,2018/03/16 04:45:57,0:7:25
sODS_FEED_TAYLOR_CRD,2018/03/16 04:38:32,2018/03/16 04:54:55,0:16:23
sODS_FEED_TAYLOR_CURR,2018/03/16 04:38:32,2018/03/16 04:56:21,0:17:49
sODS_FEED_TAYLOR_IRD,2018/03/16 04:38:32,2018/03/16 04:52:38,0:14:6
sODS_SQL,2018/03/16 05:36:36,2018/03/16 06:04:37,0:28:1
sODS_SQL_UPDATE,2018/03/16 05:36:36,2018/03/16 05:49:50,0:13:14
sODS_UPD_CS,2018/03/16 05:36:36,2018/03/16 05:36:37,0:0:1
sUPDATE_STATISTICS,2018/03/16 05:36:36,2018/03/16 06:04:37,0:28:1
sODS_UPD_CS_FUT,2018/03/16 05:36:36,2018/03/16 05:36:37,0:0:1
sODS_UPD_DT,2018/03/16 05:36:36,2018/03/16 05:45:45,0:9:9
sODS_UPD_DT_SV,2018/03/16 05:36:36,2018/03/16 05:36:37,0:0:1
sODS_UPD_MV,2018/03/16 05:36:36,2018/03/16 05:49:50,0:13:14
sODS_UPD_PL,2018/03/16 05:36:36,2018/03/16 05:49:29,0:12:53
sODS_UPD_PL_SV,2018/03/16 05:36:36,2018/03/16 05:49:32,0:12:56
sODS_UPD_SV,2018/03/16 05:36:36,2018/03/16 05:40:07,0:3:31
sODS_UPD_XG,2018/03/16 05:36:36,2018/03/16 05:36:52,0:0:16
sODS_VALIDATE_INTEGRITY,2018/03/16 06:04:37,2018/03/16 06:04:45,0:0:8
sWORKFLOW_RESET,2018/03/16 06:04:45,2018/03/16 06:04:45,0:0:0
sBACKUP,2018/03/16 06:04:45,2018/03/16 06:04:45,0:0:0
sMARKER_END,2018/03/16 06:04:45,2018/03/16 06:05:07,0:0:22
sEMAIL_END,2018/03/16 06:05:07,2018/03/16 06:05:07,0:0:0
